Date,Open,High,Low,Close,Adj Close,Volume
2010-08-24,19.799999,20.049999,19.700001,19.990000,16.047377,5178500
2010-08-25,19.940001,20.049999,19.870001,19.930000,15.999214,3994300
2010-08-26,19.950001,20.500000,19.950001,20.000000,16.055408,2807100
2010-08-27,20.139999,20.440001,19.980000,20.440001,16.408625,1984200
2010-08-30,20.400000,20.799999,20.219999,20.219999,16.232019,1728000
2010-08-31,20.219999,20.510000,20.219999,20.500000,16.456793,2316300
2010-09-01,20.500000,21.299999,20.490000,21.020000,16.874231,5464700
2010-09-02,21.049999,21.049999,20.760000,20.950001,16.818043,1548700
2010-09-03,20.990000,21.299999,20.990000,21.129999,16.962538,1072600
2010-09-07,21.120001,21.120001,20.799999,20.959999,16.826065,1540000
2010-09-08,20.950001,21.129999,20.950001,20.990000,16.850149,2135400
2010-09-09,21.000000,21.150000,20.670000,20.700001,16.617350,2958400
2010-09-10,20.709999,20.820000,20.690001,20.790001,16.689602,806500
2010-09-13,20.780001,21.410000,20.780001,21.379999,17.163231,3431400
2010-09-14,21.389999,21.570000,21.309999,21.510000,17.267588,2403900
2010-09-15,21.510000,21.639999,21.450001,21.559999,17.307734,1302100
2010-09-16,21.750000,22.280001,21.750000,21.850000,17.540531,4179800
2010-09-17,22.190001,22.250000,22.010000,22.250000,17.861641,2845700
2010-09-20,22.250000,22.270000,22.190001,22.200001,17.821501,1651400
2010-09-21,22.209999,22.270000,22.170000,22.209999,17.829529,3081900
2010-09-22,22.240000,22.280001,21.850000,21.940001,17.612782,1636900
2010-09-23,21.850000,21.950001,21.600000,21.850000,17.540531,1356500
2010-09-24,22.000000,22.469999,22.000000,22.459999,18.030220,2632000
2010-09-27,22.690001,23.110001,22.690001,23.100000,18.543999,4341200
2010-09-28,23.100000,23.639999,23.030001,23.450001,18.824965,2932200
2010-09-29,23.379999,23.950001,23.370001,23.620001,18.961441,3805000
2010-09-30,23.650000,23.950001,23.260000,23.900000,19.186214,4344600
2010-10-01,23.920000,24.059999,23.709999,23.870001,19.162128,6646000
2010-10-04,24.030001,24.400000,23.930000,24.090000,19.338737,3833700
2010-10-05,24.040001,25.000000,24.030001,24.790001,19.900682,7091600
2010-10-06,24.850000,24.879999,23.950001,24.219999,19.443092,1901200
2010-10-07,24.260000,24.540001,24.190001,24.450001,19.627733,2172800
2010-10-08,24.700001,25.280001,24.700001,25.250000,20.269953,6419900
2010-10-11,25.190001,26.600000,25.129999,26.160000,21.000475,8024800
2010-10-12,26.100000,26.350000,25.450001,26.299999,21.112858,7003500
2010-10-13,26.400000,27.120001,26.290001,26.969999,21.650717,12316200
2010-10-14,26.969999,27.650000,24.450001,27.020000,21.690853,9197400
2010-10-15,27.100000,27.100000,26.500000,26.500000,21.273413,3207600
2010-10-18,26.600000,27.040001,26.410000,26.750000,21.474110,4034900
2010-10-19,26.990000,26.990000,26.440001,26.520000,21.289469,7782900
2010-10-20,26.700001,27.200001,26.650000,27.129999,21.779160,6081700
2010-10-21,27.190001,28.000000,27.100000,27.559999,22.124352,6521800
2010-10-22,27.600000,27.680000,27.299999,27.549999,22.116322,2442100
2010-10-25,27.840000,28.270000,27.719999,27.959999,22.445461,3935100
2010-10-26,28.070000,28.120001,26.500000,27.719999,22.252790,5532600
2010-10-27,27.830000,27.830000,26.850000,27.209999,21.843384,3619200
2010-10-28,27.379999,27.790001,26.990000,27.510000,22.084217,3821600
2010-10-29,27.850000,28.250000,26.600000,26.860001,21.562414,7190600
2010-11-01,26.760000,27.160000,25.700001,26.000000,20.872028,4165000
2010-11-02,26.299999,26.790001,26.180000,26.629999,21.377777,3387900
2010-11-03,26.910000,27.469999,26.350000,26.950001,21.634663,3338400
2010-11-04,27.250000,27.559999,26.990000,27.410000,22.003933,5118300
2010-11-05,27.450001,28.530001,26.760000,28.350000,22.758541,7669000
2010-11-08,28.500000,28.850000,28.240000,28.850000,23.159924,4110700
2010-11-09,29.020000,29.100000,28.170000,28.440001,22.830788,2267300
2010-11-10,28.400000,28.500000,27.740000,28.340000,22.750513,2717000
2010-11-11,28.120001,28.799999,28.020000,28.290001,22.710373,2478300
2010-11-12,28.320000,28.370001,27.330000,27.400000,21.995911,4365200
2010-11-15,27.250000,27.990000,27.200001,27.660000,22.204630,4142500
2010-11-16,27.570000,27.650000,26.250000,26.700001,21.433968,2919300
2010-11-17,26.740000,27.309999,26.340000,27.230000,21.859434,3193800
2010-11-18,28.059999,28.230000,27.540001,27.690001,22.228708,3376600
2010-11-19,27.770000,28.879999,27.500000,28.750000,23.079645,17483400
2010-11-22,28.629999,29.820000,28.549999,29.680000,23.826223,6153800
2010-11-23,29.250000,29.250000,28.809999,28.950001,23.240198,4384400
2010-11-24,29.100000,29.540001,28.860001,29.500000,23.681728,3341100
2010-11-26,29.200001,29.549999,29.150000,29.379999,23.585394,740600
2010-11-29,29.900000,29.969999,28.860001,29.750000,23.882418,3414900
2010-11-30,29.230000,29.500000,29.059999,29.209999,23.448921,2831300
2010-12-01,29.690001,30.040001,29.629999,29.879999,23.986778,7132500
2010-12-02,30.209999,30.500000,29.410000,30.490000,24.476465,7641100
2010-12-03,30.040001,30.709999,29.530001,30.520000,24.500557,5584300
2010-12-06,30.620001,31.120001,30.500000,31.080000,24.950106,4628200
2010-12-07,31.500000,31.750000,30.930000,31.600000,25.367544,6296400
2010-12-08,31.600000,31.850000,30.730000,30.860001,24.773499,3558100
2010-12-09,31.230000,31.340000,29.600000,30.610001,24.572800,4306200
2010-12-10,30.559999,31.170000,30.459999,31.100000,24.966160,3383400
2010-12-13,31.080000,31.969999,31.030001,31.860001,25.576263,38066400
2010-12-14,31.610001,32.459999,31.070000,31.990000,25.680628,3875100
2010-12-15,31.990000,32.189999,31.520000,31.750000,25.487959,1458700
2010-12-16,32.009998,32.070000,30.910000,31.200001,25.046434,2498500
2010-12-17,31.139999,32.000000,30.719999,31.870001,25.584290,3980000
2010-12-20,31.910000,32.119999,31.620001,32.099998,25.768930,2500900
2010-12-21,32.000000,32.570000,32.000000,32.549999,26.130175,3301200
2010-12-22,32.340000,32.980000,32.340000,32.950001,26.451283,3212600
2010-12-23,32.950001,33.000000,32.790001,32.930000,26.435230,724400
2010-12-27,32.669998,33.029999,32.650002,32.959999,26.459316,679600
2010-12-28,32.939999,33.299999,32.830002,33.279999,26.716198,1111600
2010-12-29,33.209999,33.450001,33.180000,33.400002,26.812532,1290400
2010-12-30,33.430000,33.820000,33.259998,33.759998,27.101526,1605600
2010-12-31,33.849998,34.540001,33.830002,34.400002,27.615307,1877900
2011-01-03,34.750000,34.990002,34.430000,34.560001,27.743744,3403400
2011-01-04,34.799999,34.950001,34.540001,34.869999,27.992607,5475700
2011-01-05,34.680000,35.000000,34.630001,34.849998,27.976551,2780800
2011-01-06,34.930000,35.110001,34.720001,34.970001,28.072884,3249400
2011-01-07,35.180000,35.230000,34.450001,34.619999,27.791912,1889700
2011-01-10,34.919998,35.299999,34.599998,35.240002,28.289623,4051600
2011-01-11,35.599998,36.580002,35.509998,36.470001,29.277035,4729500
2011-01-12,36.660000,37.000000,36.509998,36.740002,29.493784,2867900
2011-01-13,36.840000,36.840000,35.849998,36.400002,29.220840,4404500
2011-01-14,36.279999,37.000000,36.040001,36.610001,29.389423,3841100
2011-01-18,36.950001,37.000000,36.459999,36.500000,29.301123,2166600
2011-01-19,36.669998,36.700001,35.529999,35.660000,28.626793,3682500
2011-01-20,35.259998,35.770000,33.570000,35.419998,28.434124,7837700
2011-01-21,35.880001,36.220001,34.400002,35.049999,28.137093,3647600
2011-01-24,35.599998,35.740002,34.750000,35.650002,28.618769,2489700
2011-01-25,35.700001,36.150002,35.529999,35.700001,28.658909,6351500
2011-01-26,35.779999,36.250000,35.540001,36.000000,28.899731,2325700
2011-01-27,36.060001,36.509998,35.830002,36.200001,29.060293,2718800
2011-01-28,36.299999,36.480000,34.619999,34.860001,27.984575,1961300
2011-01-31,34.770000,36.040001,34.770000,35.939999,28.851570,2250400
2011-02-01,36.189999,37.000000,35.970001,36.840000,29.574064,2823400
2011-02-02,36.509998,36.880001,36.169998,36.549999,29.341253,1646500
2011-02-03,36.830002,37.439999,36.000000,36.119999,28.996073,3667200
2011-02-04,36.439999,36.759998,35.340000,36.169998,29.036196,4087000
2011-02-07,36.490002,36.770000,35.290001,35.520000,28.514397,4454900
2011-02-08,35.770000,35.849998,34.360001,35.480000,28.482288,5053800
2011-02-09,35.240002,35.950001,34.590000,35.840000,28.771296,5237600
2011-02-10,35.330002,36.830002,35.330002,36.750000,29.501814,2841300
2011-02-11,36.169998,38.889999,35.759998,37.070000,29.758696,4639500
2011-02-14,37.419998,37.439999,36.810001,37.400002,30.023615,2764300
2011-02-15,37.389999,37.669998,36.560001,37.480000,30.087837,2470500
2011-02-16,37.470001,37.799999,37.090000,37.540001,30.136003,2955500
2011-02-17,37.590000,38.599998,37.259998,38.590000,30.978903,6305700
2011-02-18,36.900002,38.119999,35.340000,37.950001,30.465132,15389100
2011-02-22,36.529999,38.750000,35.740002,35.840000,28.771296,6342400
2011-02-23,35.549999,37.000000,34.880001,36.639999,29.413502,6188600
2011-02-24,36.660000,37.389999,36.259998,36.700001,29.461679,4456100
2011-02-25,37.520000,38.540001,37.500000,38.169998,30.641745,4899300
2011-02-28,38.880001,40.000000,37.709999,38.080002,30.569502,12466200
2011-03-01,38.369999,38.849998,36.759998,37.060001,29.750668,3520100
2011-03-02,37.200001,38.580002,36.840000,38.070000,30.561470,3930500
2011-03-03,38.650002,39.849998,38.650002,39.560001,31.757597,5558300
2011-03-04,40.200001,40.299999,39.340000,39.639999,31.821815,4308600
2011-03-07,40.189999,40.299999,39.459999,39.830002,31.974342,4343300
2011-03-08,39.720001,41.080002,39.360001,40.730000,32.696838,3269300
2011-03-09,40.919998,41.119999,40.310001,40.900002,32.833309,2698300
2011-03-10,40.380001,41.000000,38.529999,39.689999,31.861961,7360400
2011-03-11,39.049999,39.660000,38.200001,39.160000,31.436495,3965500
2011-03-14,39.080002,40.410000,38.750000,39.189999,31.460575,1751000
2011-03-15,37.450001,38.639999,37.330002,38.279999,30.730055,3694900
2011-03-16,38.119999,39.410000,37.990002,38.090000,30.577526,3071500
2011-03-17,38.830002,39.310001,38.770000,38.990002,31.300016,1526200
2011-03-18,39.520000,39.580002,38.209999,38.400002,30.826382,2805700
2011-03-21,39.349998,40.000000,38.799999,39.669998,31.845905,2810700
2011-03-22,39.630001,39.689999,38.689999,39.049999,31.348185,1433600
2011-03-23,38.830002,39.970001,38.509998,39.869999,32.006454,1289300
2011-03-24,40.000000,40.599998,39.750000,40.389999,32.423885,1852300
2011-03-25,40.400002,40.869999,39.919998,40.360001,32.399818,1493600
2011-03-28,40.500000,40.820000,39.419998,40.209999,32.279392,3532800
2011-03-29,39.939999,40.740002,39.900002,40.139999,32.223202,2103700
2011-03-30,40.389999,40.389999,39.490002,39.680000,31.853930,2951200
2011-03-31,39.660000,40.130001,39.279999,39.549999,31.749561,3555600
2011-04-01,39.990002,40.279999,39.560001,40.270000,32.327568,4105400
2011-04-04,40.500000,41.000000,40.360001,40.650002,32.632618,1992700
2011-04-05,40.470001,41.509998,40.290001,41.340000,33.186539,2558000
2011-04-06,41.400002,42.049999,41.270000,41.610001,33.403271,2955900
2011-04-07,41.630001,41.750000,40.720001,41.500000,33.314976,3235600
2011-04-08,41.580002,43.279999,41.490002,42.580002,34.181957,4861400
2011-04-11,42.599998,43.200001,41.810001,42.490002,34.109711,2362700
2011-04-12,42.029999,42.279999,40.360001,40.529999,32.536285,4195500
2011-04-13,40.740002,40.880001,40.090000,40.630001,32.616562,2475100
2011-04-14,40.400002,40.630001,39.630001,40.419998,32.447971,1606500
2011-04-15,40.419998,41.180000,39.990002,41.009998,32.921616,2073400
2011-04-18,40.680000,41.119999,39.799999,40.060001,32.158993,2265900
2011-04-19,40.049999,41.070000,39.849998,40.779999,32.736977,3088000
2011-04-20,41.459999,42.000000,41.360001,42.000000,33.716362,2382100
2011-04-21,42.049999,42.799999,41.930000,42.730000,34.302383,2375100
2011-04-25,42.810001,43.740002,42.419998,43.259998,34.727852,2144700
2011-04-26,43.529999,44.000000,42.980000,43.790001,35.153313,2800000
2011-04-27,43.990002,44.410000,43.400002,43.700001,35.081062,3105000
2011-04-28,43.779999,44.540001,43.619999,44.439999,35.675121,3637300
2011-04-29,44.660000,45.360001,44.270000,44.500000,35.723282,3716100
2011-05-02,48.090000,48.119999,44.630001,45.619999,36.622395,6359900
2011-05-03,45.700001,46.279999,44.459999,44.570000,35.858078,4248600
2011-05-04,44.410000,44.529999,42.000000,42.830002,34.458187,4965300
2011-05-05,42.740002,43.389999,41.290001,41.650002,33.508839,5150500
2011-05-06,41.740002,42.790001,40.880001,41.080002,33.050255,7247600
2011-05-09,41.080002,42.290001,41.029999,41.500000,33.388165,4505400
2011-05-10,42.029999,42.500000,41.750000,42.240002,33.983513,4993700
2011-05-11,42.500000,43.310001,41.459999,42.220001,33.967419,6643600
2011-05-12,42.000000,42.330002,41.169998,41.330002,33.251392,4061300
2011-05-13,41.630001,41.750000,39.360001,39.680000,31.923903,4637200
2011-05-16,38.320000,39.250000,37.730000,38.099998,30.652737,10085100
2011-05-17,38.099998,39.220001,38.070000,38.950001,31.336601,8988700
2011-05-18,39.110001,41.060001,38.939999,41.000000,32.985878,7016500
2011-05-19,41.250000,41.570000,40.490002,41.000000,32.985878,3130900
2011-05-20,40.700001,40.830002,39.669998,40.000000,32.181355,4038400
2011-05-23,38.910000,39.349998,38.160000,38.900002,31.296371,4454000
2011-05-24,39.430000,40.000000,39.250000,39.750000,31.980223,4469600
2011-05-25,39.500000,42.080002,39.490002,41.590000,33.460560,4805000
2011-05-26,41.630001,42.200001,40.779999,41.759998,33.597336,4563200
2011-05-27,42.119999,42.740002,41.820000,42.740002,34.385788,2684500
2011-05-31,43.470001,43.820000,42.840000,43.810001,35.246632,8699000
2011-06-01,43.669998,44.209999,42.110001,42.279999,34.015690,4180100
2011-06-02,42.660000,42.980000,41.060001,41.700001,33.549065,3664300
2011-06-03,40.500000,40.709999,39.209999,39.889999,32.092857,6642400
2011-06-06,40.049999,40.080002,38.119999,38.240002,30.765383,5518300
2011-06-07,39.430000,39.490002,38.430000,38.880001,31.280281,4363600
2011-06-08,38.500000,39.500000,38.240002,39.220001,31.553820,4387500
2011-06-09,39.549999,40.180000,39.220001,40.000000,32.181355,3302800
2011-06-10,39.549999,39.939999,38.779999,39.299999,31.618179,3219200
2011-06-13,39.400002,39.759998,38.110001,38.299999,30.813662,3357500
2011-06-14,39.139999,40.250000,39.060001,39.880001,32.084816,4451000
2011-06-15,39.279999,39.590000,38.080002,38.360001,30.861916,4910700
2011-06-16,38.459999,38.619999,36.160000,37.009998,29.775803,8190900
2011-06-17,37.549999,37.709999,36.270000,36.880001,29.671217,6585000
2011-06-20,36.470001,36.869999,35.880001,36.560001,29.413763,5519200
2011-06-21,37.090000,38.759998,36.970001,38.610001,31.063057,5852000
2011-06-22,38.639999,39.509998,38.290001,38.700001,31.135460,4575300
2011-06-23,37.869999,38.099998,36.639999,38.060001,30.620560,4695900
2011-06-24,38.240002,38.830002,37.520000,37.580002,30.234390,19002500
2011-06-27,37.650002,37.830002,35.840000,37.259998,29.976938,7024600
2011-06-28,37.700001,37.700001,36.470001,37.480000,30.153936,5326300
2011-06-29,37.740002,39.290001,37.680000,38.290001,30.805614,4354400
2011-06-30,38.299999,39.049999,37.860001,38.520000,30.990650,3257400
2011-07-01,39.410000,39.590000,38.430000,38.919998,31.312464,4650200
2011-07-05,39.009998,40.110001,38.750000,39.889999,32.092857,3880100
2011-07-06,39.630001,39.750000,38.799999,39.450001,31.738855,4517500
2011-07-07,39.950001,41.349998,39.950001,41.230000,33.170937,5828900
2011-07-08,40.509998,40.919998,39.959999,40.880001,32.889351,3542000
2011-07-11,39.990002,40.000000,37.900002,38.480000,30.958469,4543700
2011-07-12,38.320000,38.950001,37.990002,38.400002,30.894100,2300700
2011-07-13,38.860001,39.099998,38.150002,38.470001,30.950426,2697100
2011-07-14,38.500000,38.970001,37.810001,37.919998,30.507923,2439700
2011-07-15,38.200001,38.310001,37.669998,38.090000,30.644701,2566200
2011-07-18,37.849998,38.139999,36.200001,36.840000,29.639030,3953600
2011-07-19,37.279999,37.700001,36.869999,37.080002,29.832115,3996300
2011-07-20,37.389999,38.070000,37.189999,37.599998,30.250473,3548700
2011-07-21,37.930000,39.430000,37.669998,39.090000,31.449223,4992500
2011-07-22,38.950001,39.650002,38.250000,39.540001,31.811272,3996700
2011-07-25,38.810001,39.290001,38.220001,38.310001,30.821693,3420900
2011-07-26,38.290001,39.310001,38.160000,38.939999,31.328554,3110900
2011-07-27,38.549999,39.090000,37.619999,38.000000,30.572279,3987800
2011-07-28,38.000000,38.450001,37.119999,37.549999,30.210247,3514800
2011-07-29,38.000000,39.980000,36.889999,39.459999,31.746906,8271700
2011-08-01,40.959999,41.930000,38.410000,40.330002,32.446850,6165400
2011-08-02,40.000000,40.070000,37.349998,37.389999,30.081522,5618900
2011-08-03,37.610001,38.040001,35.049999,37.290001,30.001070,10588700
2011-08-04,36.599998,36.599998,32.290001,33.509998,26.959929,12484200
2011-08-05,34.220001,35.150002,30.180000,33.110001,26.638117,9313700
2011-08-08,31.490000,32.570000,26.520000,28.469999,22.905083,14254800
2011-08-09,29.410000,31.850000,29.090000,31.840000,25.616362,12420900
2011-08-10,30.860001,32.480000,30.309999,31.129999,25.045139,6956500
2011-08-11,31.340000,34.740002,31.270000,34.020000,27.370247,6043100
2011-08-12,34.099998,34.540001,33.000000,33.900002,27.273703,5040200
2011-08-15,34.160000,35.020000,33.490002,33.939999,27.467930,4467900
2011-08-16,33.490002,33.540001,32.070000,32.619999,26.399649,3897100
2011-08-17,32.939999,33.380001,31.360001,31.910000,25.825037,4899400
2011-08-18,30.600000,30.959999,28.830000,29.049999,23.510412,7548500
2011-08-19,28.670000,29.500000,27.920000,27.980000,22.644451,5068500
2011-08-22,29.209999,30.430000,28.240000,28.750000,23.267622,5459500
2011-08-23,29.080000,30.309999,28.469999,29.850000,24.157862,4824400
2011-08-24,29.719999,30.870001,29.580000,30.790001,24.918612,3591900
2011-08-25,31.030001,31.290001,29.920000,30.420000,24.619169,3639100
2011-08-26,30.030001,32.080002,29.730000,31.850000,25.776482,3309700
2011-08-29,32.779999,34.740002,32.549999,34.689999,28.074917,4685200
2011-08-30,34.180000,34.490002,33.700001,34.060001,27.565056,3893900
2011-08-31,34.369999,35.049999,34.060001,34.650002,28.042549,4338700
2011-09-01,34.580002,34.730000,33.650002,33.919998,27.451748,3387600
2011-09-02,32.660000,32.689999,31.309999,32.110001,25.986900,1933400
2011-09-06,30.650000,32.160000,30.600000,32.099998,25.978806,4855800
2011-09-07,32.759998,34.220001,32.720001,33.939999,27.467930,2229700
2011-09-08,33.439999,34.000000,32.900002,33.349998,26.990440,2069500
2011-09-09,32.759998,32.820000,30.840000,31.190001,25.242336,3705200
2011-09-12,30.400000,31.510000,30.260000,31.420000,25.428473,3949200
2011-09-13,31.750000,32.610001,31.410000,32.509998,26.310623,1712800
2011-09-14,32.639999,33.779999,31.620001,33.290001,26.941885,2177600
2011-09-15,33.720001,34.220001,32.959999,33.689999,27.265602,1962800
2011-09-16,33.580002,34.029999,32.810001,34.000000,27.516493,2144400
2011-09-19,32.820000,33.240002,31.959999,32.919998,26.642433,2805000
2011-09-20,33.110001,33.520000,31.680000,31.760000,25.703644,2916900
2011-09-21,31.440001,31.440001,28.860001,28.889999,23.380926,5955300
2011-09-22,27.049999,28.379999,25.580000,27.809999,22.506874,6481700
2011-09-23,27.790001,29.520000,27.400000,28.469999,23.041018,2601400
2011-09-26,28.799999,29.190001,27.809999,29.000000,23.469948,5867000
2011-09-27,30.059999,31.320000,29.450001,29.590000,23.947439,6548400
2011-09-28,29.520000,29.680000,27.650000,27.770000,22.474503,3886500
2011-09-29,28.600000,28.820000,26.049999,26.650000,21.568077,5166500
2011-09-30,25.700001,25.840000,24.410000,24.430000,19.771414,8354500
2011-10-03,24.299999,25.540001,23.809999,24.100000,19.504335,6837400
2011-10-04,23.750000,26.030001,22.900000,25.879999,20.944906,7100000
2011-10-05,25.889999,26.520000,25.510000,26.090000,21.114864,7499700
2011-10-06,26.120001,27.620001,25.910000,27.389999,22.166960,6296900
2011-10-07,27.700001,27.889999,26.430000,26.520000,21.462868,4423000
2011-10-10,27.240000,28.129999,26.580000,27.250000,22.053659,3407500
2011-10-11,26.930000,28.580000,26.590000,28.049999,22.701103,3501300
2011-10-12,28.260000,29.469999,27.950001,28.700001,23.227158,4479500
2011-10-13,28.290001,28.530001,27.500000,28.059999,22.709194,2190200
2011-10-14,28.820000,29.790001,28.610001,29.200001,23.631811,4474900
2011-10-17,28.969999,29.240000,27.889999,28.240000,22.854874,3140900
2011-10-18,28.040001,28.620001,27.340000,28.290001,22.895344,4606200
2011-10-19,27.990000,28.030001,26.809999,26.930000,21.794687,5565600
2011-10-20,26.879999,27.450001,26.100000,27.389999,22.166960,3481900
2011-10-21,30.799999,31.260000,29.000000,31.020000,25.104755,12613600
2011-10-24,31.100000,32.360001,30.959999,32.330002,26.164951,4670800
2011-10-25,32.340000,32.439999,30.620001,30.730000,24.870054,3968500
2011-10-26,31.200001,32.099998,30.090000,31.740000,25.687460,5577500
2011-10-27,32.889999,34.080002,32.520000,33.590000,27.184679,5040700
2011-10-28,34.250000,35.500000,33.320000,34.500000,27.921148,5968000
2011-10-31,34.750000,34.750000,32.840000,32.860001,26.593876,5134900
2011-11-01,30.900000,32.509998,29.500000,32.110001,25.986900,5704700
2011-11-02,32.610001,33.669998,32.560001,33.209999,26.877136,2339600
2011-11-03,34.040001,34.639999,33.029999,34.459999,27.888773,4112400
2011-11-04,34.139999,35.259998,33.709999,35.009998,28.333895,5280500
2011-11-07,34.919998,35.029999,33.919998,34.790001,28.155857,2343400
